free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,effect_of_exchange_rate_changes,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
2134000000.0,-288000000.0,-1072000000.0,-1500000000.0,656000000.0,1578000000.0,1578000000.0,-29000000.0,0.0,,-288000000.0,-288000000.0,1895000000.0,2505000000.0,-28000000.0,-1533000000.0,-1533000000.0,938000000.0,-1500000000.0,-1500000000.0,3634000000.0,3634000000.0,2610000000.0,-767000000.0,1954000000.0,1954000000.0,636000000.0,636000000.0,549000000.0,-12000000.0,-121000000.0,497000000.0,2022-12-31
11000000.0,-477000000.0,-819000000.0,-938000000.0,148000000.0,-1349000000.0,-1349000000.0,-53000000.0,0.0,,-477000000.0,-477000000.0,-819000000.0,-819000000.0,-819000000.0,-2869000000.0,-2869000000.0,-1931000000.0,-938000000.0,-938000000.0,949000000.0,949000000.0,-775000000.0,409000000.0,-93000000.0,-93000000.0,630000000.0,630000000.0,630000000.0,-318000000.0,-318000000.0,1096000000.0,2023-03-31
1027000000.0,-227000000.0,-837000000.0,-1060000000.0,64000000.0,-1490000000.0,-1490000000.0,-287000000.0,-250000000.0,-185000000.0,-227000000.0,-227000000.0,-726000000.0,-726000000.0,-837000000.0,-1015000000.0,-1015000000.0,1875000000.0,-1060000000.0,-1060000000.0,2087000000.0,2087000000.0,-16000000.0,-418000000.0,513000000.0,513000000.0,680000000.0,680000000.0,680000000.0,1000000.0,-393000000.0,1951000000.0,2023-06-30
116000000.0,-38000000.0,-56000000.0,-1165000000.0,-85000000.0,102000000.0,102000000.0,-66000000.0,0.0,,-38000000.0,-38000000.0,206000000.0,206000000.0,-56000000.0,-978000000.0,-978000000.0,187000000.0,-1165000000.0,-1165000000.0,1281000000.0,1281000000.0,-269000000.0,254000000.0,-10000000.0,-10000000.0,662000000.0,662000000.0,662000000.0,-285000000.0,-285000000.0,929000000.0,2023-09-30
1878000000.0,-466000000.0,-1739000000.0,-1450000000.0,128000000.0,-929000000.0,-929000000.0,-31000000.0,-184000000.0,,-466000000.0,-466000000.0,-248000000.0,1204000000.0,-69000000.0,-986000000.0,-986000000.0,1529000000.0,-732000000.0,-1450000000.0,3328000000.0,3328000000.0,2589000000.0,-613000000.0,426000000.0,426000000.0,703000000.0,703000000.0,580000000.0,1939000000.0,-188000000.0,-2863000000.0,2023-12-31
